Points,Expansions,PlayerCount,Platform,factionsInGame.1,factionsInGame.2,factionsInGame.3,factionsInGame.4,factionsInGame.5,factionsInGame.6,factionsInGame.7,factionsInGame.8,WinningFaction,Index
14,"Prophecy of Kings Only",6,"Async","Arborec"," Winnu"," Naalu Collective"," Sardakk N'orr"," Barony of Letnev"," Naaz-Rokha Alliance","","","Naalu Collective",4381
14,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Naalu Collective"," L1Z1X Mindnet"," Mentak Coalition"," Emirates of Hacan"," Empyrean","","","L1Z1X Mindnet",4405
14,"Prophecy of Kings Only",6,"Async","Empyrean"," Ghosts of Creuss"," Yssaril Tribes"," Nekro Virus"," Clan of Saar"," Vuil'raith Cabal","","","Yssaril Tribes",4413
14,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Vuil'raith Cabal"," Empyrean"," Nomad"," Emirates of Hacan"," Federation of Sol","","","Nomad",4419
14,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Barony of Letnev"," Naalu Collective"," Xxcha Kingdom"," Federation of Sol"," Yssaril Tribes","","","Universities of Jol-Nar",4436
14,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Arborec"," Sardakk N'orr"," Clan of Saar"," Empyrean"," Ghosts of Creuss","","","Empyrean",4440
14,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Titans of Ul"," Sardakk N'orr"," Mahact Gene-Sorcerers"," Yssaril Tribes"," Federation of Sol","","","Yssaril Tribes",4453
14,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Clan of Saar"," Sardakk N'orr"," Ghosts of Creuss"," Nomad"," Naaz-Rokha Alliance","","","Naaz-Rokha Alliance",4464
14,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Arborec"," Titans of Ul"," Mentak Coalition"," Embers of Muaat"," Yssaril Tribes","","","Yssaril Tribes",4500
14,"Prophecy of Kings Only",6,"Async","Nomad"," Mahact Gene-Sorcerers"," Titans of Ul"," Nekro Virus"," L1Z1X Mindnet"," Naaz-Rokha Alliance","","","Titans of Ul",4506
14,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Sardakk N'orr"," Universities of Jol-Nar"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Nekro Virus","","","Yssaril Tribes",4518
14,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Xxcha Kingdom"," Embers of Muaat"," Federation of Sol"," L1Z1X Mindnet"," Titans of Ul","","","Xxcha Kingdom",4527
14,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Naalu Collective"," Federation of Sol"," Arborec"," Vuil'raith Cabal"," Empyrean","","","Vuil'raith Cabal",4535
14,"Prophecy of Kings Only",6,"Async","Arborec"," Embers of Muaat"," Keleres ~ Mentak"," Xxcha Kingdom"," Titans of Ul"," Naaz-Rokha Alliance","","","Xxcha Kingdom",4586
14,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Clan of Saar"," Vuil'raith Cabal"," Keleres ~ Mentak"," Arborec"," Yssaril Tribes","","","Universities of Jol-Nar",4602
14,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Xxcha Kingdom"," Arborec"," Naalu Collective"," Nomad"," Yin Brotherhood","","","Arborec",4608
14,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Naaz-Rokha Alliance"," Mentak Coalition"," Barony of Letnev"," Yin Brotherhood"," Xxcha Kingdom","","","Xxcha Kingdom",4630
14,"Prophecy of Kings Only",6,"Async","Nomad"," Nekro Virus"," Mentak Coalition"," Barony of Letnev"," Mahact Gene-Sorcerers"," Vuil'raith Cabal","","","Nekro Virus",4641
14,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Embers of Muaat"," Xxcha Kingdom"," Argent Flight"," Nomad"," Naaz-Rokha Alliance","","","Mahact Gene-Sorcerers",4658
14,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Universities of Jol-Nar"," Argent Flight"," Embers of Muaat"," Xxcha Kingdom"," Naalu Collective","","","Argent Flight",4667
14,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Nomad"," Sardakk N'orr"," Mentak Coalition"," Arborec"," Keleres ~ Argent","","","Mentak Coalition",4670
14,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Vuil'raith Cabal"," Yin Brotherhood"," Argent Flight"," Clan of Saar"," Naalu Collective","","","Naalu Collective",4672
14,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Yssaril Tribes"," Nomad"," Barony of Letnev"," Mentak Coalition"," Naaz-Rokha Alliance","","","Yssaril Tribes",4677
14,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Federation of Sol"," Vuil'raith Cabal"," Titans of Ul"," Naaz-Rokha Alliance"," Sardakk N'orr","","","L1Z1X Mindnet",4699
14,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Vuil'raith Cabal"," Arborec"," Yssaril Tribes"," Keleres ~ Mentak"," Universities of Jol-Nar","","","Vuil'raith Cabal",4706
14,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Barony of Letnev"," Embers of Muaat"," Nekro Virus"," L1Z1X Mindnet"," Sardakk N'orr","","","Embers of Muaat",4738
14,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Xxcha Kingdom"," Empyrean"," Nomad"," Nekro Virus"," Yin Brotherhood","","","Xxcha Kingdom",4749
14,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Clan of Saar"," Naalu Collective"," Federation of Sol"," Titans of Ul"," Naaz-Rokha Alliance","","","Titans of Ul",4751
14,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Barony of Letnev"," Mahact Gene-Sorcerers"," Mentak Coalition"," Universities of Jol-Nar"," Naalu Collective","","","Naalu Collective",4760
14,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Ghosts of Creuss"," Argent Flight"," Mahact Gene-Sorcerers"," Titans of Ul"," Xxcha Kingdom","","","Titans of Ul",4775
14,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Naalu Collective"," Barony of Letnev"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Clan of Saar","","","Mahact Gene-Sorcerers",4790
14,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Sardakk N'orr"," Nomad"," Embers of Muaat"," Yin Brotherhood"," Xxcha Kingdom","","","Sardakk N'orr",4824
14,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Emirates of Hacan"," Arborec"," Barony of Letnev"," Naaz-Rokha Alliance"," Clan of Saar","","","Naaz-Rokha Alliance",4831
14,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Barony of Letnev"," Mentak Coalition"," Naaz-Rokha Alliance"," Keleres ~ Xxcha"," Nomad","","","Keleres ~ Xxcha",4841
14,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Clan of Saar"," Emirates of Hacan"," Mahact Gene-Sorcerers"," Yssaril Tribes"," Sardakk N'orr","","","Mahact Gene-Sorcerers",4860
14,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Empyrean"," Nomad"," Ghosts of Creuss"," Federation of Sol"," Nekro Virus","","","Nekro Virus",4872
14,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Empyrean"," Clan of Saar"," Nekro Virus"," Vuil'raith Cabal"," Yssaril Tribes","","","Clan of Saar",4919
14,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Vuil'raith Cabal"," Nekro Virus"," Argent Flight"," Yssaril Tribes"," Emirates of Hacan","","","Yssaril Tribes",4933
14,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Universities of Jol-Nar"," Argent Flight"," Yin Brotherhood"," Naalu Collective"," Keleres ~ Mentak","","","Embers of Muaat",4939
14,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Argent Flight"," Mentak Coalition"," Keleres ~ Xxcha"," Embers of Muaat"," Arborec","","","Keleres ~ Xxcha",4947
14,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Embers of Muaat"," Mahact Gene-Sorcerers"," Yssaril Tribes"," Clan of Saar"," L1Z1X Mindnet","","","Vuil'raith Cabal",4956
14,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Vuil'raith Cabal"," Arborec"," Embers of Muaat"," Naaz-Rokha Alliance"," Federation of Sol","","","Federation of Sol",4975
14,"Prophecy of Kings Only",6,"Async","Arborec"," Mentak Coalition"," Universities of Jol-Nar"," Clan of Saar"," Keleres ~ Xxcha"," Naalu Collective","","","Keleres ~ Xxcha",4991
14,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Clan of Saar"," Naaz-Rokha Alliance"," Mentak Coalition"," Argent Flight"," Keleres ~ Xxcha","","","Mentak Coalition",5023
14,"Prophecy of Kings Only",6,"Async","Argent Flight"," Clan of Saar"," Nekro Virus"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Embers of Muaat","","","Mahact Gene-Sorcerers",5024
14,"Prophecy of Kings Only",6,"Async","Empyrean"," Arborec"," Xxcha Kingdom"," Embers of Muaat"," Barony of Letnev"," Federation of Sol","","","Federation of Sol",5042
14,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Nekro Virus"," Xxcha Kingdom"," Nomad"," Ghosts of Creuss"," Naaz-Rokha Alliance","","","Ghosts of Creuss",5043
14,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Clan of Saar"," Mentak Coalition"," Federation of Sol"," Yssaril Tribes"," Yin Brotherhood","","","Yin Brotherhood",5054
14,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Nomad"," Arborec"," Argent Flight"," Keleres ~ Mentak"," Ghosts of Creuss","","","Ghosts of Creuss",5056
14,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Argent Flight"," Nomad"," Keleres ~ Mentak"," Xxcha Kingdom"," Ghosts of Creuss","","","Keleres ~ Mentak",5060
14,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Clan of Saar"," Yin Brotherhood"," Nekro Virus"," Embers of Muaat"," Mentak Coalition","","","Clan of Saar",5064
14,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Yin Brotherhood"," Keleres ~ Mentak"," Titans of Ul"," Empyrean"," Mahact Gene-Sorcerers","","","Titans of Ul",5065
14,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Argent Flight"," Winnu"," Embers of Muaat"," Federation of Sol"," Naaz-Rokha Alliance","","","Vuil'raith Cabal",5081
14,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Ghosts of Creuss"," Sardakk N'orr"," Empyrean"," Keleres ~ Mentak"," Universities of Jol-Nar","","","Empyrean",5098
14,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Keleres ~ Mentak"," Yssaril Tribes"," Arborec"," Mahact Gene-Sorcerers"," L1Z1X Mindnet","","","Yssaril Tribes",5110
14,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Barony of Letnev"," Ghosts of Creuss"," Winnu"," Embers of Muaat"," Nomad","","","Winnu",5121
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Ghosts of Creuss"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers"," Embers of Muaat"," Vuil'raith Cabal","","","Ghosts of Creuss",5135
14,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Argent Flight"," Winnu"," Titans of Ul"," Emirates of Hacan"," Nomad","","","Mahact Gene-Sorcerers",5137
14,"Prophecy of Kings Only",6,"Async","Empyrean"," Arborec"," Winnu"," Nekro Virus"," Barony of Letnev"," Mentak Coalition","","","Winnu",5140
14,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Sardakk N'orr"," Argent Flight"," Mahact Gene-Sorcerers"," Yssaril Tribes"," Xxcha Kingdom","","","Clan of Saar",5201
14,"Prophecy of Kings Only",6,"Async","Keleres ~ Xxcha"," Winnu"," Embers of Muaat"," Naalu Collective"," Vuil'raith Cabal"," Argent Flight","","","Winnu",5205
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Nekro Virus"," Yin Brotherhood"," Yssaril Tribes"," Emirates of Hacan"," Naalu Collective","","","Nekro Virus",5207
14,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Embers of Muaat"," L1Z1X Mindnet"," Naaz-Rokha Alliance"," Nekro Virus"," Sardakk N'orr","","","L1Z1X Mindnet",5210
14,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Sardakk N'orr"," L1Z1X Mindnet"," Universities of Jol-Nar"," Mahact Gene-Sorcerers"," Titans of Ul","","","Universities of Jol-Nar",5230
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Sardakk N'orr"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Argent Flight"," Emirates of Hacan","","","Yssaril Tribes",5264
14,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Argent Flight"," Embers of Muaat"," Naalu Collective"," Mahact Gene-Sorcerers"," Vuil'raith Cabal","","","Yssaril Tribes",5289
14,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Universities of Jol-Nar"," Xxcha Kingdom"," Emirates of Hacan"," Keleres ~ Mentak"," Yssaril Tribes","","","Emirates of Hacan",5319
14,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Universities of Jol-Nar"," Arborec"," L1Z1X Mindnet"," Argent Flight"," Federation of Sol","","","Universities of Jol-Nar",5320
14,"Prophecy of Kings Only",6,"Async","Arborec"," Titans of Ul"," Ghosts of Creuss"," Argent Flight"," Universities of Jol-Nar"," L1Z1X Mindnet","","","Universities of Jol-Nar",5322
14,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Sardakk N'orr"," Barony of Letnev"," Nekro Virus"," Xxcha Kingdom"," Titans of Ul","","","Keleres ~ Mentak",5332
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," L1Z1X Mindnet"," Yin Brotherhood"," Vuil'raith Cabal"," Sardakk N'orr"," Embers of Muaat","","","Embers of Muaat",5407
14,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Naaz-Rokha Alliance"," Titans of Ul"," Winnu"," Keleres ~ Mentak"," Sardakk N'orr","","","Naaz-Rokha Alliance",5414
14,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Nomad"," Titans of Ul"," Keleres ~ Mentak"," Naalu Collective"," Barony of Letnev","","","Titans of Ul",5430
14,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Titans of Ul"," Sardakk N'orr"," Argent Flight"," Ghosts of Creuss"," Mentak Coalition","","","Argent Flight",5433
14,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Titans of Ul"," Naaz-Rokha Alliance"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Empyrean","","","Titans of Ul",5436
14,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Emirates of Hacan"," Mahact Gene-Sorcerers"," Arborec"," Sardakk N'orr"," Yin Brotherhood","","","Sardakk N'orr",5440
14,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Sardakk N'orr"," Titans of Ul"," Barony of Letnev"," Mentak Coalition"," Universities of Jol-Nar","","","Mentak Coalition",5444
14,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Yssaril Tribes"," Federation of Sol"," Argent Flight"," Mahact Gene-Sorcerers"," Titans of Ul","","","Mahact Gene-Sorcerers",5461
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Yin Brotherhood"," Nomad"," Winnu"," Empyrean"," Vuil'raith Cabal","","","Vuil'raith Cabal",5480
14,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Nomad"," Naaz-Rokha Alliance"," Universities of Jol-Nar"," Nekro Virus"," Naalu Collective","","","Nomad",5486
14,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Arborec"," Mentak Coalition"," Nekro Virus"," Titans of Ul"," Xxcha Kingdom","","","Ghosts of Creuss",5490
14,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Sardakk N'orr"," Arborec"," Universities of Jol-Nar"," Titans of Ul"," Ghosts of Creuss","","","Embers of Muaat",5497
14,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Winnu"," Vuil'raith Cabal"," Titans of Ul"," Empyrean"," Ghosts of Creuss","","","Winnu",5537
14,"Prophecy of Kings Only",6,"Async","Argent Flight"," Naaz-Rokha Alliance"," Vuil'raith Cabal"," Federation of Sol"," Mentak Coalition"," Nekro Virus","","","Federation of Sol",5539
14,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Naaz-Rokha Alliance"," Yin Brotherhood"," Emirates of Hacan"," Nekro Virus"," Empyrean","","","Mentak Coalition",5551
14,"Prophecy of Kings Only",6,"Async","Arborec"," Barony of Letnev"," Ghosts of Creuss"," Mahact Gene-Sorcerers"," Sardakk N'orr"," Xxcha Kingdom","","","Barony of Letnev",5565
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Keleres ~ Mentak"," Vuil'raith Cabal"," Universities of Jol-Nar"," Argent Flight"," Yin Brotherhood","","","Universities of Jol-Nar",5585
14,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Ghosts of Creuss"," Barony of Letnev"," L1Z1X Mindnet"," Clan of Saar"," Sardakk N'orr","","","L1Z1X Mindnet",5599
14,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Keleres ~ Mentak"," Naalu Collective"," Yssaril Tribes"," Argent Flight"," Titans of Ul","","","Naalu Collective",5611
14,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Federation of Sol"," Vuil'raith Cabal"," Argent Flight"," Naaz-Rokha Alliance"," Embers of Muaat","","","Vuil'raith Cabal",5615
14,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Nomad"," Empyrean"," L1Z1X Mindnet"," Naaz-Rokha Alliance"," Clan of Saar","","","Xxcha Kingdom",5635
14,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Sardakk N'orr"," Clan of Saar"," Empyrean"," Vuil'raith Cabal"," Arborec","","","Empyrean",5653
14,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Nekro Virus"," Vuil'raith Cabal"," Barony of Letnev"," Sardakk N'orr"," Titans of Ul","","","Mahact Gene-Sorcerers",5700
14,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Naaz-Rokha Alliance"," Yssaril Tribes"," Vuil'raith Cabal"," Mahact Gene-Sorcerers"," Empyrean","","","Mahact Gene-Sorcerers",5723
14,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," L1Z1X Mindnet"," Winnu"," Arborec"," Nekro Virus"," Argent Flight","","","Nekro Virus",5726
14,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Vuil'raith Cabal"," Yin Brotherhood"," Titans of Ul"," Federation of Sol"," Argent Flight","","","Titans of Ul",5741
14,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Yssaril Tribes"," Naaz-Rokha Alliance"," Vuil'raith Cabal"," Keleres ~ Mentak"," Xxcha Kingdom","","","Naaz-Rokha Alliance",5772
14,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Winnu"," Keleres ~ Mentak"," Argent Flight"," Xxcha Kingdom"," Naalu Collective","","","Xxcha Kingdom",5863
14,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Universities of Jol-Nar"," Mahact Gene-Sorcerers"," Barony of Letnev"," Empyrean"," Federation of Sol","","","Federation of Sol",5866
14,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Barony of Letnev"," Sardakk N'orr"," L1Z1X Mindnet"," Vuil'raith Cabal"," Mahact Gene-Sorcerers","","","Naalu Collective",5894
14,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Clan of Saar"," Yssaril Tribes"," Arborec"," Keleres ~ Xxcha"," Federation of Sol","","","Federation of Sol",5899
14,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Sardakk N'orr"," Arborec"," Vuil'raith Cabal"," Clan of Saar"," Nekro Virus","","","Sardakk N'orr",5914
14,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Keleres ~ Mentak"," Federation of Sol"," Sardakk N'orr"," Clan of Saar"," Nomad","","","Keleres ~ Mentak",5920
14,"Prophecy of Kings Only",6,"Async","Arborec"," Vuil'raith Cabal"," Universities of Jol-Nar"," Yin Brotherhood"," Clan of Saar"," Barony of Letnev","","","Clan of Saar",5921
14,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Ghosts of Creuss"," Winnu"," Naalu Collective"," Federation of Sol"," Naaz-Rokha Alliance","","","Winnu",5926
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Nomad"," Yssaril Tribes"," Empyrean"," Clan of Saar"," Winnu","","","Yssaril Tribes",5944
14,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Nomad"," Sardakk N'orr"," Mahact Gene-Sorcerers"," Mentak Coalition"," Winnu","","","Mahact Gene-Sorcerers",6006
14,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Federation of Sol"," Ghosts of Creuss"," Xxcha Kingdom"," Mahact Gene-Sorcerers"," Yssaril Tribes","","","Mentak Coalition",6010
14,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Naaz-Rokha Alliance"," Argent Flight"," Naalu Collective"," Embers of Muaat"," Xxcha Kingdom","","","Embers of Muaat",6021
14,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Keleres ~ Mentak"," Winnu"," Nomad"," Titans of Ul"," Arborec","","","Keleres ~ Mentak",6022
14,"Prophecy of Kings Only",6,"Async","Winnu"," Keleres ~ Mentak"," Argent Flight"," Federation of Sol"," Naalu Collective"," Nomad","","","Winnu",6060
14,"Prophecy of Kings Only",6,"Async","Empyrean"," Winnu"," Federation of Sol"," Arborec"," Argent Flight"," Nomad","","","Nomad",6110
14,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Vuil'raith Cabal"," Nomad"," Emirates of Hacan"," Yin Brotherhood"," Argent Flight","","","Emirates of Hacan",6149
14,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Vuil'raith Cabal"," Naalu Collective"," Nekro Virus"," Xxcha Kingdom"," Naaz-Rokha Alliance","","","Universities of Jol-Nar",6159
14,"Prophecy of Kings Only",6,"Async","Arborec"," Federation of Sol"," Naaz-Rokha Alliance"," Titans of Ul"," Mahact Gene-Sorcerers"," Xxcha Kingdom","","","Naaz-Rokha Alliance",6177
14,"Prophecy of Kings Only",6,"Async","Nomad"," Arborec"," Ghosts of Creuss"," Naaz-Rokha Alliance"," Winnu"," Nekro Virus","","","Nomad",6188
