Points,Expansions,PlayerCount,Platform,factionsInGame.1,factionsInGame.2,factionsInGame.3,factionsInGame.4,factionsInGame.5,factionsInGame.6,factionsInGame.7,factionsInGame.8,WinningFaction,Index
10,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Federation of Sol"," Nekro Virus"," Naaz-Rokha Alliance"," Titans of Ul"," Argent Flight","","","Universities of Jol-Nar",10269
10,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Universities of Jol-Nar"," Keleres ~ Mentak"," Naalu Collective"," Emirates of Hacan"," Argent Flight","","","Universities of Jol-Nar",10270
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Mahact Gene-Sorcerers"," Embers of Muaat"," Naalu Collective"," Barony of Letnev"," Argent Flight","","","Mahact Gene-Sorcerers",10277
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Keleres ~ Mentak"," Federation of Sol"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Argent Flight","","","Yssaril Tribes",10287
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Barony of Letnev"," Winnu"," Ghosts of Creuss"," Titans of Ul"," Argent Flight","","","Barony of Letnev",10352
10,"Prophecy of Kings Only",6,"Async","Empyrean"," L1Z1X Mindnet"," Arborec"," Vuil'raith Cabal"," Embers of Muaat"," Argent Flight","","","Empyrean",10353
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Yin Brotherhood"," Clan of Saar"," L1Z1X Mindnet"," Vuil'raith Cabal"," Argent Flight","","","Clan of Saar",10363
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Emirates of Hacan"," Vuil'raith Cabal"," Nekro Virus"," Naaz-Rokha Alliance"," Argent Flight","","","Vuil'raith Cabal",10369
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Federation of Sol"," Naaz-Rokha Alliance"," Arborec"," Ghosts of Creuss"," Argent Flight","","","Arborec",10409
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Xxcha"," Mentak Coalition"," Sardakk N'orr"," Embers of Muaat"," Mahact Gene-Sorcerers"," Argent Flight","","","Keleres ~ Xxcha",10412
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Nekro Virus"," Xxcha Kingdom"," Empyrean"," Naalu Collective"," Argent Flight","","","Mahact Gene-Sorcerers",10420
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Yin Brotherhood"," Mahact Gene-Sorcerers"," Universities of Jol-Nar"," Naalu Collective"," Argent Flight","","","Naalu Collective",10426
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Mahact Gene-Sorcerers"," Yin Brotherhood"," Nomad"," Winnu"," Argent Flight","","","Mahact Gene-Sorcerers",10460
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Ghosts of Creuss"," Embers of Muaat"," Yin Brotherhood"," Mentak Coalition"," Argent Flight","","","Mentak Coalition",10490
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Empyrean"," Universities of Jol-Nar"," Federation of Sol"," Nomad"," Argent Flight","","","Universities of Jol-Nar",10512
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Empyrean"," Vuil'raith Cabal"," Titans of Ul"," Mahact Gene-Sorcerers"," Argent Flight","","","Titans of Ul",10526
10,"Prophecy of Kings Only",6,"Async","Nomad"," Nekro Virus"," Keleres ~ Mentak"," Naaz-Rokha Alliance"," Universities of Jol-Nar"," Argent Flight","","","Universities of Jol-Nar",10544
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Vuil'raith Cabal"," Yin Brotherhood"," Mahact Gene-Sorcerers"," Ghosts of Creuss"," Argent Flight","","","Mahact Gene-Sorcerers",10598
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Keleres ~ Mentak"," Nomad"," Yssaril Tribes"," Barony of Letnev"," Argent Flight","","","Yssaril Tribes",10621
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Clan of Saar"," Vuil'raith Cabal"," Naalu Collective"," Federation of Sol"," Argent Flight","","","Vuil'raith Cabal",10664
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Empyrean"," Titans of Ul"," Embers of Muaat"," Ghosts of Creuss"," Argent Flight","","","Titans of Ul",10718
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Winnu"," Barony of Letnev"," Vuil'raith Cabal"," Ghosts of Creuss"," Argent Flight","","","Vuil'raith Cabal",10727
10,"Prophecy of Kings Only",6,"Async","Arborec"," Naalu Collective"," Titans of Ul"," Clan of Saar"," Sardakk N'orr"," Argent Flight","","","Titans of Ul",10765
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Empyrean"," Sardakk N'orr"," Titans of Ul"," Nekro Virus"," Argent Flight","","","Nekro Virus",10792
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Keleres ~ Mentak"," Embers of Muaat"," Barony of Letnev"," Naaz-Rokha Alliance"," Argent Flight","","","Mahact Gene-Sorcerers",10793
10,"Prophecy of Kings Only",6,"Async","Nomad"," Sardakk N'orr"," Ghosts of Creuss"," Vuil'raith Cabal"," Naalu Collective"," Argent Flight","","","Sardakk N'orr",10804
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Mentak Coalition"," Winnu"," Yin Brotherhood"," Empyrean"," Argent Flight","","","Empyrean",10832
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Titans of Ul"," Naaz-Rokha Alliance"," Naalu Collective"," Empyrean"," Argent Flight","","","Naalu Collective",10864
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Mahact Gene-Sorcerers"," L1Z1X Mindnet"," Xxcha Kingdom"," Nomad"," Argent Flight","","","Mahact Gene-Sorcerers",10905
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Nekro Virus"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Yin Brotherhood"," Argent Flight","","","Yin Brotherhood",10926
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Winnu"," Nekro Virus"," Empyrean"," Clan of Saar"," Argent Flight","","","Clan of Saar",10945
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Arborec"," Titans of Ul"," Winnu"," Clan of Saar"," Argent Flight","","","Titans of Ul",11002
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Yssaril Tribes"," Nomad"," Universities of Jol-Nar"," Vuil'raith Cabal"," Argent Flight","","","Vuil'raith Cabal",11042
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Empyrean"," Universities of Jol-Nar"," Naalu Collective"," Nomad"," Argent Flight","","","Naalu Collective",11057
10,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Barony of Letnev"," Nekro Virus"," Clan of Saar"," Keleres ~ Mentak"," Argent Flight","","","Nekro Virus",11061
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Mahact Gene-Sorcerers"," Vuil'raith Cabal"," Yssaril Tribes"," L1Z1X Mindnet"," Argent Flight","","","Mahact Gene-Sorcerers",11071
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Barony of Letnev"," Sardakk N'orr"," Emirates of Hacan"," Nomad"," Argent Flight","","","Yssaril Tribes",11103
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Naaz-Rokha Alliance"," Mentak Coalition"," Yin Brotherhood"," Arborec"," Argent Flight","","","Mentak Coalition",11108
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," L1Z1X Mindnet"," Federation of Sol"," Vuil'raith Cabal"," Naaz-Rokha Alliance"," Argent Flight","","","Federation of Sol",11164
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Clan of Saar"," Universities of Jol-Nar"," Empyrean"," Embers of Muaat"," Argent Flight","","","Naaz-Rokha Alliance",11188
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Yin Brotherhood"," Empyrean"," Nekro Virus"," Mahact Gene-Sorcerers"," Argent Flight","","","Nekro Virus",11203
10,"Prophecy of Kings Only",6,"Async","Nomad"," Clan of Saar"," Federation of Sol"," Nekro Virus"," Mentak Coalition"," Argent Flight","","","Clan of Saar",11268
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Barony of Letnev"," Embers of Muaat"," Keleres ~ Mentak"," Naaz-Rokha Alliance"," Argent Flight","","","Embers of Muaat",11334
10,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Naaz-Rokha Alliance"," Keleres ~ Mentak"," Nekro Virus"," Naalu Collective"," Argent Flight","","","Keleres ~ Mentak",11368
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers"," Vuil'raith Cabal"," Federation of Sol"," Argent Flight","","","Mahact Gene-Sorcerers",11428
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Arborec"," L1Z1X Mindnet"," Yin Brotherhood"," Nekro Virus"," Argent Flight","","","Argent Flight",11442
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Xxcha Kingdom"," Naaz-Rokha Alliance"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Argent Flight","","","Empyrean",11493
10,"Prophecy of Kings Only",6,"Async","Nomad"," Mahact Gene-Sorcerers"," Federation of Sol"," Naaz-Rokha Alliance"," Vuil'raith Cabal"," Argent Flight","","","Nomad",11534
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Winnu"," Clan of Saar"," Argent Flight","","","Argent Flight",11577
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Yssaril Tribes"," Titans of Ul"," Arborec"," Vuil'raith Cabal"," Argent Flight","","","Yssaril Tribes",11622
10,"Prophecy of Kings Only",6,"Async","Nomad"," Federation of Sol"," Titans of Ul"," Nekro Virus"," Winnu"," Argent Flight","","","Federation of Sol",11659
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Clan of Saar"," Ghosts of Creuss"," Yssaril Tribes"," Nekro Virus"," Argent Flight","","","Nekro Virus",11662
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Embers of Muaat"," Clan of Saar"," Emirates of Hacan"," Vuil'raith Cabal"," Argent Flight","","","Emirates of Hacan",11720
10,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Yin Brotherhood"," Nomad"," Titans of Ul"," Yssaril Tribes"," Argent Flight","","","Yssaril Tribes",11781
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Nomad"," Nekro Virus"," Mahact Gene-Sorcerers"," Titans of Ul"," Argent Flight","","","Argent Flight",11866
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Emirates of Hacan"," Yin Brotherhood"," Mahact Gene-Sorcerers"," Yssaril Tribes"," Argent Flight","","","Mahact Gene-Sorcerers",11873
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Barony of Letnev"," Xxcha Kingdom"," Yin Brotherhood"," Nomad"," Argent Flight","","","Barony of Letnev",11888
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Emirates of Hacan"," Yin Brotherhood"," L1Z1X Mindnet"," Yssaril Tribes"," Argent Flight","","","Emirates of Hacan",11928
10,"Prophecy of Kings Only",6,"Async","Nomad"," Federation of Sol"," Vuil'raith Cabal"," L1Z1X Mindnet"," Keleres ~ Mentak"," Argent Flight","","","Nomad",11945
10,"Prophecy of Kings Only",6,"Async","Nomad"," Universities of Jol-Nar"," Yin Brotherhood"," Xxcha Kingdom"," Naaz-Rokha Alliance"," Argent Flight","","","Nomad",11975
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Empyrean"," Barony of Letnev"," Clan of Saar"," Emirates of Hacan"," Argent Flight","","","Clan of Saar",11988
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Nekro Virus"," Emirates of Hacan"," Naalu Collective"," Universities of Jol-Nar"," Argent Flight","","","Naalu Collective",11991
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Keleres ~ Mentak"," Vuil'raith Cabal"," Nekro Virus"," Universities of Jol-Nar"," Argent Flight","","","Argent Flight",12053
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Federation of Sol"," Mentak Coalition"," Ghosts of Creuss"," Titans of Ul"," Argent Flight","","","Ghosts of Creuss",12091
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Sardakk N'orr"," Federation of Sol"," Yssaril Tribes"," Emirates of Hacan"," Argent Flight","","","Keleres ~ Mentak",12092
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Emirates of Hacan"," Nomad"," L1Z1X Mindnet"," Nekro Virus"," Argent Flight","","","Emirates of Hacan",12149
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Titans of Ul"," Nekro Virus"," Ghosts of Creuss"," Embers of Muaat"," Argent Flight","","","Argent Flight",12263
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Sardakk N'orr"," Clan of Saar"," Yin Brotherhood"," Yssaril Tribes"," Argent Flight","","","Argent Flight",12309
10,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Universities of Jol-Nar"," Titans of Ul"," Argent Flight","","","Yssaril Tribes",12341
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Vuil'raith Cabal"," Clan of Saar"," Mahact Gene-Sorcerers"," Titans of Ul"," Argent Flight","","","Ghosts of Creuss",12361
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Universities of Jol-Nar"," Emirates of Hacan"," Xxcha Kingdom"," Clan of Saar"," Argent Flight","","","Xxcha Kingdom",12370
10,"Prophecy of Kings Only",6,"Async","Arborec"," Titans of Ul"," Sardakk N'orr"," Emirates of Hacan"," Federation of Sol"," Argent Flight","","","Federation of Sol",12387
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Embers of Muaat"," Naalu Collective"," Clan of Saar"," Yssaril Tribes"," Argent Flight","","","Naalu Collective",12440
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Emirates of Hacan"," Sardakk N'orr"," Titans of Ul"," Nomad"," Argent Flight","","","Naaz-Rokha Alliance",12448
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," L1Z1X Mindnet"," Universities of Jol-Nar"," Yin Brotherhood"," Nekro Virus"," Argent Flight","","","Nekro Virus",12464
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Xxcha Kingdom"," Embers of Muaat"," Empyrean"," L1Z1X Mindnet"," Argent Flight","","","Argent Flight",12581
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Arborec"," Naalu Collective"," Mentak Coalition"," Vuil'raith Cabal"," Argent Flight","","","Naalu Collective",12606
10,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Clan of Saar"," Xxcha Kingdom"," Embers of Muaat"," Vuil'raith Cabal"," Argent Flight","","","Vuil'raith Cabal",12654
10,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Universities of Jol-Nar"," Mahact Gene-Sorcerers"," Yssaril Tribes"," Clan of Saar"," Argent Flight","","","Mentak Coalition",12724
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Naaz-Rokha Alliance"," Emirates of Hacan"," Keleres ~ Mentak"," L1Z1X Mindnet"," Argent Flight","","","Argent Flight",12757
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Arborec"," Embers of Muaat"," Emirates of Hacan"," Federation of Sol"," Argent Flight","","","Emirates of Hacan",12794
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Nomad"," Naaz-Rokha Alliance"," Naalu Collective"," Mahact Gene-Sorcerers"," Argent Flight","","","Barony of Letnev",13021
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Vuil'raith Cabal"," Barony of Letnev"," Yssaril Tribes"," Keleres ~ Mentak"," Argent Flight","","","Yssaril Tribes",13049
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Keleres ~ Mentak"," Xxcha Kingdom"," Yssaril Tribes"," Naaz-Rokha Alliance"," Argent Flight","","","Xxcha Kingdom",13084
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Xxcha Kingdom"," Clan of Saar"," Empyrean"," Universities of Jol-Nar"," Argent Flight","","","Universities of Jol-Nar",13223
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Naaz-Rokha Alliance"," Federation of Sol"," Nekro Virus"," Empyrean"," Argent Flight","","","Argent Flight",13235
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Xxcha Kingdom"," Clan of Saar"," Titans of Ul"," Universities of Jol-Nar"," Argent Flight","","","Xxcha Kingdom",13272
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Titans of Ul"," Yin Brotherhood"," Nekro Virus"," Empyrean"," Argent Flight","","","Argent Flight",13300
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Keleres ~ Mentak"," Clan of Saar"," Naalu Collective"," Federation of Sol"," Argent Flight","","","Naalu Collective",13399
10,"Prophecy of Kings Only",6,"Async","Nomad"," Empyrean"," Titans of Ul"," Keleres ~ Mentak"," Embers of Muaat"," Argent Flight","","","Titans of Ul",13408
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Titans of Ul"," Nomad"," Yssaril Tribes"," Emirates of Hacan"," Argent Flight","","","Titans of Ul",13636
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Sardakk N'orr"," Nomad"," Clan of Saar"," Federation of Sol"," Argent Flight","","","Argent Flight",13799
10,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," L1Z1X Mindnet"," Yssaril Tribes"," Titans of Ul"," Embers of Muaat"," Argent Flight","","","Titans of Ul",13913
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Naalu Collective"," Yssaril Tribes"," Nekro Virus"," Mahact Gene-Sorcerers"," Argent Flight","","","Yssaril Tribes",13915
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Clan of Saar"," L1Z1X Mindnet"," Xxcha Kingdom"," Naaz-Rokha Alliance"," Argent Flight","","","Argent Flight",14085
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Barony of Letnev"," Empyrean"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Argent Flight","","","Mahact Gene-Sorcerers",14107
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Barony of Letnev"," Naalu Collective"," Universities of Jol-Nar"," Nekro Virus"," Argent Flight","","","Universities of Jol-Nar",14195
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Nomad"," Mentak Coalition"," Titans of Ul"," Winnu"," Argent Flight","","","Mahact Gene-Sorcerers",14389
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Universities of Jol-Nar"," Naalu Collective"," Mentak Coalition"," Winnu"," Argent Flight","","","Mentak Coalition",14503
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Universities of Jol-Nar"," Argent Flight"," Xxcha Kingdom","","","Xxcha Kingdom",1519
10,"Prophecy of Kings Only",6,"Async","Winnu"," Ghosts of Creuss"," Mentak Coalition"," Clan of Saar"," Nekro Virus"," Xxcha Kingdom","","","Winnu",3316
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Naalu Collective"," Universities of Jol-Nar"," Argent Flight"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Naalu Collective",3658
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Titans of Ul"," Yin Brotherhood"," Nomad"," Sardakk N'orr"," Xxcha Kingdom","","","Titans of Ul",3673
10,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Nomad"," Federation of Sol"," Naaz-Rokha Alliance"," Yssaril Tribes"," Xxcha Kingdom","","","Yssaril Tribes",3695
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Mahact Gene-Sorcerers"," Federation of Sol"," Naalu Collective"," Emirates of Hacan"," Xxcha Kingdom","","","Emirates of Hacan",3815
10,"Prophecy of Kings Only",6,"Async","Arborec"," Nomad"," Empyrean"," Emirates of Hacan"," Naalu Collective"," Xxcha Kingdom","","","Emirates of Hacan",3848
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Arborec"," Universities of Jol-Nar"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Arborec",3856
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Naaz-Rokha Alliance"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Nekro Virus"," Xxcha Kingdom","","","Xxcha Kingdom",3893
10,"Prophecy of Kings Only",6,"Async","Arborec"," Nekro Virus"," Mentak Coalition"," Yssaril Tribes"," Barony of Letnev"," Xxcha Kingdom","","","Nekro Virus",3919
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Ghosts of Creuss"," Argent Flight"," Embers of Muaat"," Federation of Sol"," Xxcha Kingdom","","","Federation of Sol",3921
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Empyrean"," Federation of Sol"," Clan of Saar"," Nomad"," Xxcha Kingdom","","","L1Z1X Mindnet",3933
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Keleres ~ Mentak"," Titans of Ul"," Arborec"," Clan of Saar"," Xxcha Kingdom","","","Keleres ~ Mentak",3951
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Federation of Sol"," L1Z1X Mindnet"," Argent Flight"," Empyrean"," Xxcha Kingdom","","","Federation of Sol",3955
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Yssaril Tribes"," L1Z1X Mindnet"," Universities of Jol-Nar"," Federation of Sol"," Xxcha Kingdom","","","Universities of Jol-Nar",3970
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Federation of Sol"," Vuil'raith Cabal"," Empyrean"," Sardakk N'orr"," Xxcha Kingdom","","","Nekro Virus",4057
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Embers of Muaat"," Ghosts of Creuss"," Keleres ~ Mentak"," Empyrean"," Xxcha Kingdom","","","Argent Flight",4073
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," L1Z1X Mindnet"," Clan of Saar"," Naaz-Rokha Alliance"," Federation of Sol"," Xxcha Kingdom","","","Embers of Muaat",4077
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Clan of Saar"," Naalu Collective"," Xxcha Kingdom","","","Mahact Gene-Sorcerers",4082
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Naaz-Rokha Alliance"," Yin Brotherhood"," Vuil'raith Cabal"," L1Z1X Mindnet"," Xxcha Kingdom","","","L1Z1X Mindnet",4188
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Federation of Sol"," Arborec"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Xxcha Kingdom","","","Naaz-Rokha Alliance",4205
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Vuil'raith Cabal"," Ghosts of Creuss"," Clan of Saar"," Titans of Ul"," Xxcha Kingdom","","","Vuil'raith Cabal",4272
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Nekro Virus"," Arborec"," L1Z1X Mindnet"," Yssaril Tribes"," Xxcha Kingdom","","","Xxcha Kingdom",4319
10,"Prophecy of Kings Only",6,"Async","Nomad"," Nekro Virus"," Clan of Saar"," Mentak Coalition"," Emirates of Hacan"," Xxcha Kingdom","","","Mentak Coalition",4380
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Federation of Sol"," Clan of Saar"," Sardakk N'orr"," Ghosts of Creuss"," Xxcha Kingdom","","","Clan of Saar",4390
10,"Prophecy of Kings Only",6,"Async","Vuil'raith Cabal"," Keleres ~ Mentak"," Sardakk N'orr"," Titans of Ul"," Winnu"," Xxcha Kingdom","","","Winnu",4395
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Nomad"," Titans of Ul"," Emirates of Hacan"," L1Z1X Mindnet"," Xxcha Kingdom","","","Emirates of Hacan",4434
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Yssaril Tribes"," Embers of Muaat"," Arborec"," Universities of Jol-Nar"," Xxcha Kingdom","","","Naalu Collective",4462
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Clan of Saar"," Keleres ~ Mentak"," Vuil'raith Cabal"," Argent Flight"," Xxcha Kingdom","","","Clan of Saar",4467
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Nomad"," Barony of Letnev"," Keleres ~ Mentak"," Titans of Ul"," Xxcha Kingdom","","","Keleres ~ Mentak",4495
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Naalu Collective"," Titans of Ul"," Emirates of Hacan"," L1Z1X Mindnet"," Xxcha Kingdom","","","Emirates of Hacan",4497
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Titans of Ul"," Emirates of Hacan"," Argent Flight"," L1Z1X Mindnet"," Xxcha Kingdom","","","Xxcha Kingdom",4503
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Keleres ~ Mentak"," Yssaril Tribes"," Nekro Virus"," Nomad"," Xxcha Kingdom","","","Keleres ~ Mentak",4552
10,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Mahact Gene-Sorcerers"," Mentak Coalition"," Embers of Muaat"," Yssaril Tribes"," Xxcha Kingdom","","","Universities of Jol-Nar",4569
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Federation of Sol"," Barony of Letnev"," Embers of Muaat"," Argent Flight"," Xxcha Kingdom","","","L1Z1X Mindnet",4574
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Ghosts of Creuss"," Emirates of Hacan"," Nomad"," Argent Flight"," Xxcha Kingdom","","","Xxcha Kingdom",4628
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Mentak Coalition"," Winnu"," Federation of Sol"," Yin Brotherhood"," Xxcha Kingdom","","","Yin Brotherhood",4720
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Argent Flight"," Naaz-Rokha Alliance"," Vuil'raith Cabal"," L1Z1X Mindnet"," Xxcha Kingdom","","","Embers of Muaat",4739
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," L1Z1X Mindnet"," Ghosts of Creuss"," Arborec"," Barony of Letnev"," Xxcha Kingdom","","","Sardakk N'orr",4836
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Federation of Sol"," Yssaril Tribes"," Naaz-Rokha Alliance"," Argent Flight"," Xxcha Kingdom","","","Argent Flight",4898
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Ghosts of Creuss"," Keleres ~ Mentak"," Clan of Saar"," Titans of Ul"," Xxcha Kingdom","","","Empyrean",4966
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Embers of Muaat"," Emirates of Hacan"," Keleres ~ Mentak"," Universities of Jol-Nar"," Xxcha Kingdom","","","Keleres ~ Mentak",4979
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Naalu Collective"," Universities of Jol-Nar"," Sardakk N'orr"," Vuil'raith Cabal"," Xxcha Kingdom","","","Naalu Collective",4980
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Sardakk N'orr"," Mahact Gene-Sorcerers"," Nomad"," Yssaril Tribes"," Xxcha Kingdom","","","Mahact Gene-Sorcerers",4988
